Instant,Datetime,Season,Year,Month,Hour,Holiday,Weekday,Weather,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total_Count,Week_name,Month_name,Weather_condition
481,2011-01-22,1,0,1,1,0,6,2,0.04,0.0,0.41,0.3881,3,9,12,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
482,2011-01-22,1,0,1,2,0,6,2,0.04,0.0303,0.41,0.2537,0,11,11,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
483,2011-01-22,1,0,1,3,0,6,2,0.04,0.0303,0.41,0.2836,1,6,7,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
484,2011-01-22,1,0,1,4,0,6,2,0.02,0.0152,0.48,0.2985,0,3,3,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
485,2011-01-22,1,0,1,6,0,6,2,0.02,0.0303,0.44,0.2239,0,2,2,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
486,2011-01-22,1,0,1,7,0,6,1,0.02,0.0152,0.44,0.2836,0,8,8,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
487,2011-01-22,1,0,1,8,0,6,1,0.02,0.0,0.44,0.3284,1,26,27,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
488,2011-01-22,1,0,1,9,0,6,1,0.04,0.0303,0.41,0.2537,3,37,40,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
489,2011-01-22,1,0,1,10,0,6,2,0.04,0.0606,0.41,0.1642,3,50,53,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
490,2011-01-22,1,0,1,11,0,6,2,0.06,0.0758,0.38,0.1343,4,59,63,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
491,2011-01-22,1,0,1,12,0,6,2,0.06,0.1061,0.38,0.1045,10,60,70,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
492,2011-01-22,1,0,1,13,0,6,1,0.08,0.1667,0.35,0.0,12,72,84,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
493,2011-01-22,1,0,1,14,0,6,1,0.1,0.1364,0.33,0.1045,11,64,75,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
494,2011-01-22,1,0,1,15,0,6,1,0.12,0.1515,0.28,0.0,10,93,103,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
495,2011-01-22,1,0,1,16,0,6,1,0.12,0.1364,0.28,0.194,11,72,83,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
496,2011-01-22,1,0,1,17,0,6,1,0.12,0.197,0.28,0.0,8,59,67,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
497,2011-01-22,1,0,1,18,0,6,1,0.08,0.0909,0.35,0.194,0,54,54,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
498,2011-01-22,1,0,1,19,0,6,1,0.08,0.1061,0.35,0.1343,6,53,59,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
499,2011-01-22,1,0,1,20,0,6,1,0.06,0.0758,0.45,0.1642,1,44,45,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
500,2011-01-22,1,0,1,21,0,6,1,0.06,0.1061,0.41,0.0896,0,39,39,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
501,2011-01-22,1,0,1,22,0,6,1,0.06,0.1515,0.49,0.0,7,23,30,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
502,2011-01-22,1,0,1,23,0,6,1,0.04,0.0758,0.57,0.1045,2,31,33,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
503,2011-01-23,1,0,1,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
504,2011-01-23,1,0,1,1,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
505,2011-01-23,1,0,1,2,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
506,2011-01-23,1,0,1,3,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
507,2011-01-23,1,0,1,5,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
508,2011-01-23,1,0,1,6,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
509,2011-01-23,1,0,1,7,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
510,2011-01-23,1,0,1,8,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
511,2011-01-23,1,0,1,9,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
512,2011-01-23,1,0,1,10,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
513,2011-01-23,1,0,1,11,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
514,2011-01-23,1,0,1,12,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
515,2011-01-23,1,0,1,13,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
516,2011-01-23,1,0,1,14,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
517,2011-01-23,1,0,1,15,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
518,2011-01-23,1,0,1,16,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
519,2011-01-23,1,0,1,17,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
520,2011-01-23,1,0,1,18,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
521,2011-01-23,1,0,1,19,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
522,2011-01-23,1,0,1,20,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
523,2011-01-23,1,0,1,21,0,0,1,0.1,0.1061,0.36,0.194,5,20,25,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
524,2011-01-23,1,0,1,22,0,0,1,0.08,0.0909,0.38,0.194,5,23,28,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
525,2011-01-23,1,0,1,23,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
526,2011-01-24,1,0,1,0,0,1,1,0.06,0.0606,0.41,0.194,0,7,7,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
527,2011-01-24,1,0,1,1,0,1,1,0.04,0.0455,0.45,0.194,0,1,1,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
528,2011-01-24,1,0,1,3,0,1,1,0.04,0.0303,0.45,0.2537,0,1,1,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
529,2011-01-24,1,0,1,4,0,1,1,0.02,0.0606,0.48,0.1343,0,1,1,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
530,2011-01-24,1,0,1,5,0,1,1,0.02,0.0606,0.48,0.1343,0,5,5,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
531,2011-01-24,1,0,1,6,0,1,1,0.02,0.0758,0.48,0.0896,0,15,15,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
532,2011-01-24,1,0,1,7,0,1,1,0.02,0.1212,0.48,0.0,5,79,84,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
533,2011-01-24,1,0,1,8,0,1,1,0.04,0.1364,0.49,0.0,6,171,177,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
534,2011-01-24,1,0,1,9,0,1,1,0.06,0.1515,0.41,0.0,4,98,102,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
535,2011-01-24,1,0,1,10,0,1,1,0.1,0.1364,0.42,0.0,6,34,40,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
536,2011-01-24,1,0,1,11,0,1,1,0.1,0.1212,0.46,0.1343,3,43,46,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
537,2011-01-24,1,0,1,12,0,1,2,0.12,0.1364,0.42,0.194,11,52,63,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
538,2011-01-24,1,0,1,13,0,1,2,0.14,0.1364,0.43,0.2239,6,54,60,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
539,2011-01-24,1,0,1,14,0,1,2,0.14,0.1364,0.46,0.2239,2,43,45,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
540,2011-01-24,1,0,1,15,0,1,1,0.16,0.1667,0.4,0.1642,7,50,57,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
541,2011-01-24,1,0,1,16,0,1,1,0.16,0.1515,0.47,0.2537,4,66,70,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
542,2011-01-24,1,0,1,17,0,1,1,0.14,0.1212,0.5,0.2537,6,178,184,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
543,2011-01-24,1,0,1,18,0,1,1,0.14,0.1364,0.59,0.194,8,145,153,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
544,2011-01-24,1,0,1,19,0,1,1,0.14,0.1515,0.54,0.1642,5,101,106,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
545,2011-01-24,1,0,1,20,0,1,1,0.14,0.1364,0.59,0.194,1,80,81,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
546,2011-01-24,1,0,1,21,0,1,1,0.14,0.1515,0.63,0.1642,6,53,59,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
547,2011-01-24,1,0,1,22,0,1,2,0.14,0.1364,0.63,0.2239,3,32,35,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
548,2011-01-24,1,0,1,23,0,1,2,0.16,0.1515,0.64,0.2537,3,21,24,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
549,2011-01-25,1,0,1,0,0,2,2,0.16,0.1364,0.69,0.2836,3,6,9,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
550,2011-01-25,1,0,1,1,0,2,2,0.16,0.1667,0.69,0.1642,0,5,5,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
551,2011-01-25,1,0,1,2,0,2,1,0.16,0.1515,0.69,0.2239,0,2,2,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
552,2011-01-25,1,0,1,4,0,2,1,0.14,0.1667,0.74,0.1045,0,1,1,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
553,2011-01-25,1,0,1,5,0,2,1,0.14,0.1364,0.74,0.2239,0,9,9,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
554,2011-01-25,1,0,1,6,0,2,1,0.16,0.1818,0.74,0.1045,1,35,36,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
555,2011-01-25,1,0,1,7,0,2,1,0.16,0.1515,0.74,0.2239,5,103,108,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
556,2011-01-25,1,0,1,8,0,2,2,0.16,0.1818,0.74,0.1343,5,233,238,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
557,2011-01-25,1,0,1,9,0,2,2,0.2,0.2273,0.64,0.0896,10,134,144,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
558,2011-01-25,1,0,1,10,0,2,2,0.22,0.2424,0.6,0.1045,6,49,55,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
559,2011-01-25,1,0,1,11,0,2,2,0.24,0.2424,0.6,0.1343,6,55,61,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
560,2011-01-25,1,0,1,12,0,2,2,0.26,0.2879,0.56,0.0896,21,85,106,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
561,2011-01-25,1,0,1,13,0,2,2,0.26,0.2727,0.56,0.1343,21,72,93,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
562,2011-01-25,1,0,1,14,0,2,2,0.3,0.3333,0.45,0.0,11,57,68,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
563,2011-01-25,1,0,1,15,0,2,2,0.32,0.3485,0.42,0.0,21,63,84,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
564,2011-01-25,1,0,1,16,0,2,2,0.32,0.3485,0.42,0.0,14,102,116,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
565,2011-01-25,1,0,1,17,0,2,1,0.3,0.3333,0.45,0.0,14,208,222,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
566,2011-01-25,1,0,1,18,0,2,2,0.3,0.3182,0.49,0.0896,7,218,225,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
567,2011-01-25,1,0,1,19,0,2,2,0.26,0.2576,0.65,0.1642,13,133,146,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
568,2011-01-25,1,0,1,20,0,2,1,0.24,0.2273,0.65,0.194,16,103,119,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
569,2011-01-25,1,0,1,21,0,2,1,0.24,0.2273,0.65,0.194,5,40,45,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
570,2011-01-25,1,0,1,22,0,2,1,0.22,0.2273,0.64,0.1642,4,49,53,Tue,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
571,2011-01-25,1,0,1,23,0,2,2,0.22,0.2273,0.64,0.1642,3,37,40,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
572,2011-01-26,1,0,1,0,0,3,2,0.22,0.2273,0.69,0.1343,3,14,17,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
573,2011-01-26,1,0,1,1,0,3,2,0.24,0.2424,0.65,0.1343,0,5,5,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
574,2011-01-26,1,0,1,2,0,3,3,0.22,0.2273,0.69,0.194,3,7,10,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
575,2011-01-26,1,0,1,5,0,3,3,0.2,0.1818,0.86,0.2836,0,1,1,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
576,2011-01-26,1,0,1,6,0,3,3,0.2,0.1818,0.86,0.2836,0,8,8,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
577,2011-01-26,1,0,1,7,0,3,3,0.22,0.2121,0.87,0.2985,1,29,30,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
578,2011-01-26,1,0,1,8,0,3,3,0.22,0.2121,0.87,0.2985,3,69,72,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
579,2011-01-26,1,0,1,9,0,3,3,0.22,0.2121,0.87,0.2985,3,55,58,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
580,2011-01-26,1,0,1,10,0,3,3,0.22,0.2121,0.93,0.2836,2,26,28,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
581,2011-01-26,1,0,1,11,0,3,3,0.22,0.197,0.93,0.3284,6,35,41,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
582,2011-01-26,1,0,1,12,0,3,3,0.22,0.197,0.93,0.3284,7,41,48,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
583,2011-01-26,1,0,1,13,0,3,3,0.22,0.197,0.93,0.3284,4,43,47,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
584,2011-01-26,1,0,1,14,0,3,3,0.22,0.197,0.93,0.3582,0,36,36,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
585,2011-01-26,1,0,1,15,0,3,3,0.22,0.1818,0.93,0.4627,1,42,43,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
586,2011-01-26,1,0,1,16,0,3,4,0.22,0.197,0.93,0.3284,1,35,36,Wed,Jan,"Heavy Rain + Ice Pallets + Thunderstorm + Mist, Snow + Fog"
587,2011-01-26,1,0,1,17,0,3,3,0.2,0.1818,0.93,0.3582,0,26,26,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
588,2011-01-27,1,0,1,16,0,4,1,0.22,0.2273,0.55,0.194,1,23,24,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
589,2011-01-27,1,0,1,17,0,4,1,0.22,0.2424,0.55,0.1045,2,82,84,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
590,2011-01-27,1,0,1,18,0,4,1,0.2,0.2273,0.69,0.0896,3,101,104,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
591,2011-01-27,1,0,1,19,0,4,1,0.2,0.2273,0.69,0.0896,3,76,79,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
592,2011-01-27,1,0,1,20,0,4,1,0.18,0.2121,0.74,0.0896,4,55,59,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
593,2011-01-27,1,0,1,21,0,4,1,0.18,0.2121,0.74,0.0896,2,36,38,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
594,2011-01-27,1,0,1,22,0,4,1,0.18,0.2121,0.74,0.0896,0,27,27,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
595,2011-01-27,1,0,1,23,0,4,1,0.18,0.197,0.8,0.1642,0,16,16,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
596,2011-01-28,1,0,1,0,0,5,2,0.2,0.2121,0.75,0.1343,0,9,9,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
597,2011-01-28,1,0,1,1,0,5,2,0.2,0.2121,0.75,0.1343,1,2,3,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
598,2011-01-28,1,0,1,2,0,5,2,0.2,0.2121,0.75,0.1642,0,2,2,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
599,2011-01-28,1,0,1,3,0,5,2,0.2,0.2273,0.75,0.1045,1,0,1,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
600,2011-01-28,1,0,1,5,0,5,2,0.18,0.2121,0.8,0.1045,0,4,4,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
601,2011-01-28,1,0,1,6,0,5,2,0.18,0.197,0.8,0.1343,0,16,16,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
602,2011-01-28,1,0,1,7,0,5,2,0.16,0.197,0.86,0.0896,2,58,60,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
603,2011-01-28,1,0,1,8,0,5,2,0.16,0.197,0.86,0.0896,2,155,157,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
604,2011-01-28,1,0,1,9,0,5,3,0.18,0.2121,0.86,0.0896,6,95,101,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
605,2011-01-28,1,0,1,10,0,5,3,0.18,0.2121,0.86,0.1045,0,49,49,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
606,2011-01-28,1,0,1,11,0,5,3,0.18,0.2121,0.93,0.1045,0,30,30,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
607,2011-01-28,1,0,1,12,0,5,3,0.18,0.2121,0.93,0.1045,1,28,29,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
608,2011-01-28,1,0,1,13,0,5,3,0.18,0.2121,0.93,0.1045,0,31,31,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
609,2011-01-28,1,0,1,14,0,5,3,0.22,0.2727,0.8,0.0,2,36,38,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
610,2011-01-28,1,0,1,15,0,5,2,0.2,0.2576,0.86,0.0,1,40,41,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
620,2011-01-29,1,0,1,1,0,6,1,0.22,0.2273,0.64,0.194,0,20,20,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
621,2011-01-29,1,0,1,2,0,6,1,0.22,0.2273,0.64,0.1642,0,15,15,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
622,2011-01-29,1,0,1,3,0,6,1,0.2,0.2121,0.64,0.1343,3,5,8,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
623,2011-01-29,1,0,1,4,0,6,1,0.16,0.1818,0.69,0.1045,1,2,3,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
624,2011-01-29,1,0,1,6,0,6,1,0.16,0.1818,0.64,0.1343,0,2,2,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
625,2011-01-29,1,0,1,7,0,6,1,0.16,0.1818,0.59,0.1045,1,4,5,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
626,2011-01-29,1,0,1,8,0,6,1,0.18,0.197,0.55,0.1642,3,31,34,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
627,2011-01-29,1,0,1,9,0,6,1,0.18,0.2121,0.59,0.0896,0,34,34,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
628,2011-01-29,1,0,1,10,0,6,2,0.18,0.2121,0.64,0.1045,4,51,55,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
629,2011-01-29,1,0,1,11,0,6,2,0.18,0.197,0.64,0.1343,4,60,64,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
630,2011-01-29,1,0,1,12,0,6,2,0.2,0.197,0.59,0.194,12,66,78,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
631,2011-01-29,1,0,1,13,0,6,2,0.22,0.2273,0.55,0.1642,9,56,65,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
632,2011-01-29,1,0,1,14,0,6,2,0.22,0.2273,0.6,0.1343,10,89,99,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
633,2011-01-29,1,0,1,15,0,6,1,0.22,0.2121,0.69,0.2537,22,98,120,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
634,2011-01-29,1,0,1,16,0,6,1,0.24,0.2424,0.6,0.1642,19,88,107,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
635,2011-01-29,1,0,1,17,0,6,1,0.24,0.2879,0.6,0.0,9,82,91,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
636,2011-01-29,1,0,1,18,0,6,1,0.22,0.2273,0.69,0.1343,9,59,68,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
637,2011-01-29,1,0,1,19,0,6,2,0.22,0.2121,0.69,0.2537,6,52,58,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
638,2011-01-29,1,0,1,20,0,6,1,0.18,0.2121,0.74,0.0896,1,42,43,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
639,2011-01-29,1,0,1,21,0,6,1,0.18,0.2121,0.74,0.0896,1,35,36,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
640,2011-01-29,1,0,1,22,0,6,1,0.16,0.197,0.8,0.0896,4,28,32,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
641,2011-01-29,1,0,1,23,0,6,1,0.16,0.197,0.8,0.0896,3,30,33,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
642,2011-01-30,1,0,1,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
643,2011-01-30,1,0,1,1,0,0,1,0.14,0.2121,0.8,0.0,7,22,29,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
644,2011-01-30,1,0,1,2,0,0,1,0.16,0.2273,0.8,0.0,1,10,11,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
645,2011-01-30,1,0,1,3,0,0,1,0.14,0.2121,0.93,0.0,1,7,8,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
646,2011-01-30,1,0,1,4,0,0,1,0.14,0.2121,0.93,0.0,0,1,1,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
647,2011-01-30,1,0,1,5,0,0,1,0.14,0.2121,0.86,0.0,0,3,3,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
648,2011-01-30,1,0,1,7,0,0,1,0.14,0.2121,0.86,0.0,0,3,3,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
